Date,Open,High,Low,Close,Volume,Ticker,Daily_Return_Pct,MA20,MA50,Price_Range,Volume_Change_Pct,Volatility_20D
2025-09-22,2535.0,2659.0,2522.10009765625,2629.5,7022985,ADANIENT.NS,4.18,2349.79,2405.7,136.9,-11.83,1.68
2025-09-23,2642.60009765625,2695.0,2593.0,2676.39990234375,5610022,ADANIENT.NS,1.78,2368.47,2408.05,102.0,-20.12,1.66
2025-09-24,2655.0,2676.0,2614.39990234375,2619.800048828125,1720785,ADANIENT.NS,-2.11,2385.86,2408.82,61.6,-69.33,1.72
2025-09-25,2625.0,2647.89990234375,2567.0,2576.39990234375,1489682,ADANIENT.NS,-1.66,2400.92,2408.38,80.9,-13.43,1.8
2025-09-26,2572.800048828125,2605.0,2535.0,2543.699951171875,1037808,ADANIENT.NS,-1.27,2415.87,2407.09,70.0,-30.33,1.79
2025-09-29,2543.699951171875,2555.0,2505.0,2509.5,1012402,ADANIENT.NS,-1.34,2427.13,2404.95,50.0,-2.45,1.83
2025-09-30,2522.0,2535.0,2490.60009765625,2505.89990234375,712592,ADANIENT.NS,-0.14,2438.72,2403.14,44.4,-29.61,1.82
2025-10-01,2518.39990234375,2603.39990234375,2472.10009765625,2592.699951171875,1573485,ADANIENT.NS,3.46,2453.92,2402.61,131.3,120.81,1.94
2025-10-03,2595.0,2612.89990234375,2564.39990234375,2589.89990234375,917651,ADANIENT.NS,-0.11,2469.47,2402.65,48.5,-41.68,1.93
2025-10-06,2589.10009765625,2599.800048828125,2562.60009765625,2573.5,654955,ADANIENT.NS,-0.63,2484.08,2401.83,37.2,-28.63,1.95
2025-10-07,2580.699951171875,2617.300048828125,2533.10009765625,2542.199951171875,1120230,ADANIENT.NS,-1.22,2495.64,2400.5,84.2,71.04,1.98
2025-10-08,2562.0,2565.0,2500.0,2524.10009765625,1063357,ADANIENT.NS,-0.71,2506.27,2399.98,65.0,-5.08,2.0
2025-10-09,2535.0,2559.0,2522.199951171875,2542.39990234375,651703,ADANIENT.NS,0.73,2516.38,2400.39,36.8,-38.71,1.99
